20000,31349438,2
20000,11180054,3
20000,11817301,3
20000,13759675,3
20000,11454233,3
20000,23766737,3
20000,10950021,3
20000,12119108,3
20000,10788757,3
20000,10553618,3
20000,11037709,3
20000,60763412,3
20000,10437400,3
20000,10510074,3
20000,11569850,6
20000,10551216,3
20000,10598063,3
20000,10539203,6
20000,10533198,3
20000,14475601,8
20000,11547328,7
20000,10882152,3
20000,10555420,3
20000,13068673,3
20000,10607072,3
20000,11092065,3
20000,10920290,6
20000,10804974,3
20000,11013685,21
20000,10521786,3
20000,16240794,3
20000,11046418,3
20000,11098972,3
20000,11917003,3
20000,10579444,8
20000,10580045,8
20000,10971643,6
20000,11026299,3
20000,11022995,3
20000,11233509,3
20000,11816701,6
20000,10642509,3
20000,11064737,3
20000,11011884,3
20000,10990862,3
20000,11056630,6
20000,10544910,3
20000,11059332,3
20000,13534446,20
20000,10551216,3
20000,11031104,20
20000,11062335,6
20000,11560541,6
20000,11571952,3
20000,11589370,8
20000,10555720,3
20000,11035307,3
20000,13009212,7
20000,11000472,6
20000,10549714,15
20000,11535615,3
20000,12039527,3
20000,11653035,5
20000,11056629,3
20000,11074647,6
20000,11075849,3
20000,11506486,3
20000,11473452,3
20000,10523588,3
20000,11056329,7
20000,11066238,3
20000,10604370,6
20000,12547644,7
20000,11387265,3
20000,11073446,10
20000,11075548,3
20000,11554534,6
20000,10542807,3
20000,10556621,6
20000,12097787,6
20000,12136225,6
20000,11539820,6
20000,10483347,3
20000,10571036,6
20000,10957829,3
20000,11099573,3
20000,13026930,7
20000,10539504,7
20000,11564144,3
20000,11595377,8
20000,10777947,16
20000,11086059,3
20000,12074663,3
20000,10955727,3
20000,11606488,3
20000,11578560,3
20000,10922393,6
20000,11045518,3
20000,11542523,3
20000,11050323,7
20000,11498077,3
20000,11076450,3
20000,10569835,6
20000,11065038,3
20000,10982754,3
20000,10860830,3
20000,11040412,3
20000,11000473,3
20000,11029902,6
20000,10976147,3
20000,11023596,3
20000,11035608,3
20000,11558439,6
20000,10518483,3
20000,12061750,3
20000,11088461,3
20000,11384862,7
20000,11185760,3
20000,12056945,3
20000,10982454,3
20000,11914901,3
20000,11552132,3
20000,10541907,6
20000,11070142,3
20000,11052425,3
20000,11507987,3
20000,11052124,3
20000,10631998,6
20000,11555136,6
20000,10991163,3
20000,10534398,3
20000,10540705,6
20000,13025129,15
20000,11279155,3
20000,11442821,3
20000,11545525,3
20000,10528093,9
20000,11055428,6
20000,11472552,7
20000,10953924,3
20000,10990862,3
20000,11063236,3
20000,12455149,6
20000,11036809,10
20000,11001974,3
20000,10542207,3
20000,10535600,3
20000,12043732,3
20000,11537718,3
20000,12041029,3
20000,11050323,3
20000,10998069,3
20000,11473752,3
20000,11009782,3
20000,11350027,3
20000,10536501,3
20000,10537702,3
20000,10526290,3
20000,10548813,3
20000,11550030,6
20000,11047920,3
20000,11558438,3
20000,11014287,3
20000,12527823,3
20000,10990863,7
20000,11027199,7
20000,11007379,3
20000,12375869,3
20000,11043716,6
20000,11103777,6
20000,11026299,3
20000,11031404,3
20000,11513693,3
20000,10534699,3
20000,11252428,3
20000,11025097,7
20000,11041614,3
20000,11006779,3
20000,11527808,3
20000,11170444,3
20000,11036508,3
20000,11046419,6
20000,10550916,7
20000,10525990,3
20000,11027500,6
20000,10993566,3
20000,12854254,6
20000,11032304,6
20000,10568032,3
20000,11871657,3
20000,11163838,6
20000,11050924,6
20000,11561442,19
20000,10867437,10
20000,10989661,6
20000,10531096,3
20000,10565030,6
20000,11050023,3
20000,12006794,3
20000,11048521,6
20000,11428407,6
20000,11029301,6
20000,11013385,6
20000,11590572,9
20000,11094468,7
20000,11066239,16
20000,12938341,5
20000,10530795,3
20000,10562928,6
20000,10857827,3
20000,11040113,3
20000,11012784,3
20000,11021193,6
20000,11044617,3
20000,10584249,3
20000,11504984,3
20000,11085159,7
20000,10900471,3
20000,10971643,6
20000,11474053,3
20000,11571952,3
20000,10523888,3
20000,11057830,3
20000,11430809,6
20000,10910381,6
20000,11214289,3
20000,11056629,6
20000,11329606,3
20000,11712796,6
20000,11560842,6
20000,11535616,8
20000,11098071,6
20000,11072545,6
20000,11492972,6
20000,11043416,3
20000,11933820,23
20000,11439518,7
20000,11958445,3
20000,11317894,3
20000,11020593,3
20000,10547912,6
20000,11071944,3
20000,11074046,3
20000,11063236,6
20000,10547012,3
20000,11446425,3
20000,10565330,6
20000,11518799,3
20000,10905275,6
20000,11056329,3
20000,11616398,13
20000,12903205,6
20000,10830800,3
20000,11402281,6
20000,10538302,6
20000,11007379,6
20000,11892377,9
20000,11033806,8
20000,11408887,3
20000,11915501,10
20000,11082456,3
20000,11001673,6
20000,11534415,6
20000,11006178,3
20000,10872241,3
20000,11101975,16
20000,11004677,22
20000,11371048,10
20000,10524789,3
20000,11084557,3
20000,11018490,3
20000,11034107,3
20000,13058462,7
20000,10999572,3
20000,10541305,3
20000,12051539,8
20000,11757541,3
20000,11696279,7
20000,11062935,3
20000,10960232,3
20000,11939526,6
20000,11550931,3
20000,13418527,6
20000,11566247,3
20000,11038010,6
20000,10986358,3
20000,11036809,3
20000,11047620,3
20000,10961433,6
20000,13384293,3
20000,12608905,16
20000,11547328,3
20000,10524188,9
20000,11042815,3
20000,10757825,3
20000,12560856,3
20000,10572237,6
20000,10992363,3
20000,11486366,3
20000,11025698,3
20000,10542507,3
20000,10527192,3
20000,10537702,3
20000,12012500,6
20000,10878248,3
20000,11089663,3
20000,10532897,3
20000,10960231,3
20000,11048221,6
20000,12534430,6
20000,11154228,5
20000,14168089,3
20000,11551231,3
20000,11496276,3
20000,11553934,7
20000,10538904,6
20000,11557538,3
20000,11091164,3
20000,10806476,3
20000,10996267,6
20000,10498062,3
20000,11034106,7
20000,12054542,6
20000,10973144,7
20000,10531095,3
20000,11112186,3
20000,11053927,6
20000,11056329,7
20000,11042515,3
20000,11019692,6
20000,11342519,21
20000,11056329,8
20000,10549114,3
20000,11053626,26
20000,10546711,6
20000,11030203,3
20000,10537102,6
20000,11543423,6
20000,11904690,3
20000,11037410,26
20000,10533197,3
20000,11036509,3
20000,12509505,15
20000,10990862,3
20000,11529009,3
20000,11010982,3
20000,10551516,6
20000,12022710,6
20000,10470133,3
20000,11038011,3
20000,11025698,6
20000,11298675,3
20000,10985457,3
20000,10539504,9
20000,12041029,6
20000,11057831,3
20000,11063235,3
20000,13796612,3
20000,11491471,3
20000,10537402,9
20000,12538634,3
20000,11545826,3
20000,10534399,8
20000,10556020,6
20000,12508905,3
20000,11373451,12
20000,12010698,6
20000,11522101,3
20000,10525390,3
20000,11010983,6
20000,11077350,8
20000,11135610,6
20000,10893263,3
20000,10973144,3
20000,11039512,3
20000,10955726,3
20000,10989961,6
20000,10565931,9
20000,11526306,3
20000,11048220,10
20000,11000772,3
20000,10551516,7
20000,10535900,3
20000,11994482,3
20000,11020593,8
20000,11007980,3
20000,11049122,3
20000,11048821,3
20000,13594807,3
20000,11562643,6
20000,10574339,3
20000,10989361,3
20000,10554219,3
20000,11974362,6
20000,11028401,9
20000,11003776,6
20000,11000472,3
20000,10607974,3
20000,11034106,15
20000,11024196,3
20000,10524188,7
20000,10994165,3
20000,11513994,16
20000,11012785,3
20000,11029902,3
20000,10546411,6
20000,11990277,3
20000,11066239,6
20000,10519083,6
20000,10945516,3
20000,11199574,7
20000,32120922,6
20000,11059032,6
20000,10666533,9
20000,10533798,6
20000,10551215,7
20000,11043716,6
20000,10517882,6
20000,12221512,6
20000,10550315,3
20000,10547011,7
20000,11591172,7
20000,10598364,8
20000,14417943,3
20000,11513994,6
20000,11052425,29
20000,11092666,3
20000,11057530,8
20000,10985757,6
20000,10924796,6
20000,11039212,3
20000,10515479,3
20000,11547628,6
20000,11027499,8
20000,12030518,3
20000,11034406,3
20000,11474053,3
20000,11034406,3
20000,11452131,3
20000,11934121,15
20000,11281558,3
20000,10537702,3
20000,11086359,6
20000,10528693,3
20000,10547613,9
20000,11030203,3
20000,11016088,3
20000,10513077,3
20000,11505284,3
20000,11001673,7
20000,11112186,3
20000,10984857,6
20000,10993865,3
20000,11036809,6
20000,11478558,3
20000,11039812,3
20000,10996568,3
20000,11031704,3
20000,11032605,3
20000,11022695,6
20000,11965352,3
20000,10550615,8
20000,11027199,7
20000,11401079,3
20000,11007079,3
20000,10531395,8
20000,11057229,3
20000,11495976,3
20000,11950937,5
20000,11901387,6
20000,14227249,26
20000,12102591,3
20000,12658156,6
20000,10509773,3
20000,10492056,3
20000,10531396,3
20000,10985757,6
20000,10994767,6
20000,10995967,3
20000,10536201,3
20000,11000172,3
20000,11507687,6
20000,11022995,17
20000,11526006,8
20000,11038611,6
20000,10534099,3
20000,10528693,6
20000,11438918,6
20000,11050623,12
20000,10998970,3
20000,11038011,6
20000,12067156,2
20000,15282521,6
20000,11032304,6
20000,10505870,6
20000,12001389,3
20000,10537702,6
20000,10490855,3
20000,10526590,3
20000,13071675,6
20000,10584850,7
20000,11229905,3
20000,10610676,3
20000,10517882,6
20000,11029902,6
20000,11649131,3
20000,11545226,3
20000,12601097,3
20000,11612493,8
20000,11008581,3
20000,11639822,3
20000,11056329,3
20000,10545510,3
20000,11028100,3
20000,11046719,3
20000,10527491,3
20000,11242217,3
20000,11445223,5
20000,10946718,3
20000,10582448,3
20000,10533798,6
20000,11585767,6
20000,11538018,3
20000,10638604,6
20000,11429908,7
20000,11138612,3
20000,11062636,7
20000,10541606,3
20000,11020893,3
20000,11447326,3
20000,11515195,3
20000,10985457,6
20000,11007079,3
20000,10949119,9
20000,10543408,6
20000,10937108,6
20000,10531095,3
20000,10540405,21
20000,10819088,3
20000,10625992,6
20000,11056328,3
20000,10535600,6
20000,11532613,6
20000,10488152,6
20000,10942213,3
20000,11003175,5
20000,10981853,3
20000,10848218,3
20000,12020008,6
20000,11460839,6
20000,11041314,3
20000,10534099,7
20000,11865050,3
20000,12492087,13
20000,11036509,7
20000,11576757,3
20000,10505569,6
20000,11525105,3
20000,10588454,3
20000,11760244,6
20000,11007680,6
20000,10534098,3
20000,11059933,3
20000,10967438,6
20000,10239199,3
20000,10504068,3
20000,12050038,7
20000,11051523,3
20000,11516396,6
20000,11020593,6
20000,11018190,3
20000,11035909,3
20000,11057830,3
20000,10536200,3
20000,10532597,3
20000,11009782,3
20000,11580661,13
20000,11065038,6
20000,10983054,3
20000,10575841,6
20000,10530495,3
20000,11088762,3
20000,10530795,3
20000,12331123,3
20000,10531096,6
20000,11642224,3
20000,11935021,3
20000,11757241,8
20000,11303479,17
20000,11067140,6
20000,11006178,9
20000,11071644,6
20000,10978850,7
20000,10964435,8
20000,11131105,6
20000,11479459,6
20000,10535300,3
20000,11025698,3
20000,11379457,6
20000,11052725,3
20000,11036809,9
20000,11495975,3
20000,11070743,3
20000,11055128,7
20000,11034107,3
20000,12076465,6
20000,11003475,3
20000,11020893,20
20000,11040713,3
20000,12241332,6
20000,10540705,3
20000,11496876,6
20000,10521786,6
20000,11422401,3
20000,13297505,7
20000,10523287,6
20000,11018490,3
20000,11928715,3
20000,12099588,23
20000,10565630,6
20000,11054527,8
20000,11038611,3
20000,11503783,3
20000,13063868,6
20000,10990862,3
20000,11028401,7
20000,11044917,6
20000,11023595,6
20000,10510975,26
20000,10533498,7
20000,11507387,7
20000,12747647,6
20000,10531396,3
20000,11076449,6
